advertiser,campaign,device_type,frequency_buckets,users_in_bucket,impressions,total_cost,conversions,purchases,total_purchases,product_sales,total_product_sales,roas_totalproductsales,roas_productsales,conversion_rate_total_purchases,conversion_rate_purchases,conversion_rate_impressions_total_purchases,conversion_rate_impressions_purchases,clicks,time_window_start,time_window_end
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,PC,Freq 01 to 05,230382,437576,3761.73988,1050,531,1050,7768.88,16515.33,4.39,2.07,0.46%,0.23%,0.24%,0.12%,130,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,107,1896,,4,1,4,5.88,11.62,,,0.037383178,0.009345794,0.002109705,5.27E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,814,10479,,1,0,1,0,2.99,,,0.001228501,0,9.54E-05,0,61,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Unknown,Freq 26 to 30,2,54,0.19537,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Phone,Freq 01 to 05,436648,829794,6560.14677,2960,968,2960,7040.46,26446.67,4.03,1.07,0.68%,0.22%,0.36%,0.12%,817,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,TV,Freq 01 to 05,163,234,1.73447,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Phone,Freq 26 to 30,525,14586,53.81063,2,0,2,0,33.84,0.63,0,0.38%,0.00%,0.01%,0.00%,41,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,PC,Freq 01 to 05,42541,70954,537.17014,270,72,270,616.93,2833.12,5.27,1.15,0.63%,0.17%,0.38%,0.10%,25,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Tablet,Freq 31 to 35,108,3554,11.48839,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 26 to 30,3,84,0.80304,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,PC,Freq 16 to 20,2092,37002,249.51722,15,11,15,151.03,190.41,0.76,0.61,0.72%,0.53%,0.04%,0.03%,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Tablet,Freq 11 to 15,673,8620,32.49025,,,,,,,,,,,,11,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,128,2259,,2,1,2,7.92,14.41,,,0.015625,0.0078125,8.85E-04,4.43E-04,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,PC,Freq 26 to 30,774,21529,66.20831,4,2,4,26.91,53.39,0.81,0.41,0.52%,0.26%,0.02%,0.01%,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Tablet,Freq 31 to 35,240,7897,24.06912,,,,,,,,,,,,12,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Phone,Freq 11 to 15,3458,43883,205.63106,34,23,34,295.51,449.89,2.19,1.44,0.98%,0.67%,0.08%,0.05%,60,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Tablet,Freq 06 to 10,1712,13134,39.49835,,,,,,,,,,,,48,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,TV,Freq 26 to 30,2,59,0.10899,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,TV,Freq 01 to 05,112,227,0.87931,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,TV,Freq 06 to 10,8,57,0.17102,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,138,1051,,1,0,1,0,7.12,,,0.007246377,0,9.51E-04,0,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,Tablet,Freq 11 to 15,6,79,0.10878,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Tablet,Freq 11 to 15,632,8096,31.88989,,,,,,,,,,,,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Phone,Freq 35+,1680,109345,369.92557,17,10,17,114.4,187.96,0.51,0.31,1.01%,0.60%,0.02%,0.01%,140,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 16 to 20,2,34,0.24346,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Phone,Freq 21 to 25,299,6811,21.83436,,,,,,,,,,,,15,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,149,4867,,1,0,1,0,13.18,,,0.006711409,0,2.05E-04,0,9,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,587,10446,,1,1,1,10.02,10.02,,,0.001703578,0.001703578,9.57E-05,9.57E-05,16,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,139,3172,,1,0,1,0,4.29,,,0.007194245,0,3.15E-04,0,21,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,PC,Freq 01 to 05,67315,93395,481.94236,392,134,392,1548.25,4261.72,8.84,3.21,0.58%,0.20%,0.42%,0.14%,49,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,TV,Freq 26 to 30,34,947,28.16355,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Tablet,Freq 35+,5429,495156,1458.45804,,,,,,,,,,,,1863,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,987,1344,,11,4,11,99.93,152.76,,,0.011144883,0.004052685,0.008184524,0.00297619,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 11 to 15,4350,55136,230.78831,10,5,10,59.17,111.9,0.48,0.26,0.23%,0.11%,0.02%,0.01%,74,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,PC,Freq 35+,1753,103998,335.60229,14,8,14,113.4,204.99,0.61,0.34,0.80%,0.46%,0.01%,0.01%,8,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,PC,Freq 26 to 30,8,228,0.52875,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,TV,Freq 11 to 15,5,59,0.18626,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1416,2525,,6,2,6,19.61,99.11,,,0.004237288,0.001412429,0.002376238,7.92E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,7,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,Unknown,Freq 01 to 05,2,2,0.00477,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,PC,Freq 21 to 25,64,1449,10.71573,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,TV,Freq 01 to 05,92,201,0.83272,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 21 to 25,3515,79970,477.79228,27,14,27,87.69,212.02,0.44,0.18,0.77%,0.40%,0.03%,0.02%,103,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Phone,Freq 26 to 30,25,682,3.31207,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Phone,Freq 11 to 15,1951,24791,111.72084,3,2,3,26.49,43.65,0.39,0.24,0.15%,0.10%,0.01%,0.01%,113,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 31 to 35,58,1900,14.58541,,,,,,,,,,,,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Phone,Freq 06 to 10,105866,792001,6927.21704,1363,828,1363,9709.17,14337.71,2.07,1.4,1.29%,0.78%,0.17%,0.10%,1254,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 11 to 15,17239,217658,1482.75712,160,69,160,526.87,1493.76,1.01,0.36,0.93%,0.40%,0.07%,0.03%,265,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Phone,Freq 01 to 05,595309,839219,6064.70024,3300,1021,3300,7112.27,32267.55,5.32,1.17,0.55%,0.17%,0.39%,0.12%,997,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,PC,Freq 26 to 30,374,10396,44.95741,3,2,3,26.88,40.87,0.91,0.6,0.80%,0.53%,0.03%,0.02%,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,PC,Freq 26 to 30,12,340,1.58522,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,PC,Freq 11 to 15,175,2158,14.2147,,,,,,,,,,,,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,16,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,PC,Freq 21 to 25,2041,46643,337.85857,15,10,15,132.52,194.38,0.58,0.39,0.73%,0.49%,0.03%,0.02%,9,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,Tablet,Freq 16 to 20,65,1136,2.72681,,,,,,,,,,,,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Phone,Freq 16 to 20,2443,43012,299.38891,24,5,24,41.86,242.42,0.81,0.14,0.98%,0.20%,0.06%,0.01%,48,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,46,809,,,,,,,,,,,,,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,45,97,,1,1,1,17.49,17.49,,,0.022222222,0.022222222,0.010309278,0.010309278,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Unknown,Freq 01 to 05,19,26,0.13895,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,20,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 26 to 30,2055,57148,313.36948,12,4,12,20.52,98.63,0.31,0.07,0.58%,0.19%,0.02%,0.01%,66,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,PC,Freq 11 to 15,3635,46308,178.49878,26,15,26,148.33,248.95,1.39,0.83,0.72%,0.41%,0.06%,0.03%,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Tablet,Freq 16 to 20,71,1268,3.0354,,,,,,,,,,,,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,TV,Freq 16 to 20,2,33,0.30529,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,Phone,Freq 16 to 20,2,32,0.0363,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1,1,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,TV,Freq 35+,29,1302,38.74133,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,168,2114,,1,1,1,8.97,8.97,,,0.005952381,0.005952381,4.73E-04,4.73E-04,8,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,11,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1,1,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Phone,Freq 26 to 30,1220,33855,193.07591,15,2,15,9.98,119.47,0.62,0.05,1.23%,0.16%,0.04%,0.01%,75,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Tablet,Freq 31 to 35,23,754,1.82271,,,,,,,,,,,,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,Unknown,Freq 01 to 05,59,74,0.18728,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,Phone,Freq 11 to 15,3010,37510,309.05532,28,19,28,227.77,302.52,0.98,0.74,0.93%,0.63%,0.07%,0.05%,46,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Phone,Freq 35+,72,3654,10.76812,,,,,,,,,,,,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Phone,Freq 26 to 30,1451,40399,217.36379,18,16,18,185.84,202.62,0.93,0.85,1.24%,1.10%,0.04%,0.04%,38,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,PC,Freq 35+,18,1003,2.97586,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Tablet,Freq 01 to 05,5048,9466,19.11824,11,8,11,57.96,101.39,5.3,3.03,0.22%,0.16%,0.12%,0.08%,22,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,168,5522,,1,0,1,0,9.77,,,0.005952381,0,1.81E-04,0,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,209,4726,,1,0,1,0,19.99,,,0.004784689,0,2.12E-04,0,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Phone,Freq 11 to 15,17259,219920,992.02529,67,26,67,344.75,1305.95,1.32,0.35,0.39%,0.15%,0.03%,0.01%,437,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 06 to 10,1741,12529,106.53041,27,7,27,60.81,217.95,2.05,0.57,1.55%,0.40%,0.22%,0.06%,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,247,3143,,1,0,1,0,28.2,,,0.004048583,0,3.18E-04,0,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Tablet,Freq 06 to 10,586,4431,15.32166,4,2,4,22.82,81.04,5.29,1.49,0.68%,0.34%,0.09%,0.05%,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,TV,Freq 01 to 05,223,307,1.8893,3,2,3,9.3,17.82,9.43,4.92,1.35%,0.90%,0.98%,0.65%,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,1574,43726,,1,0,1,0,5.99,,,6.35E-04,0,2.29E-05,0,116,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,PC,Freq 31 to 35,16,529,3.75352,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Phone,Freq 35+,967,64489,138.87373,5,1,5,5.88,66.75,0.48,0.04,0.52%,0.10%,0.01%,0.00%,62,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,152,1903,,1,1,1,5.67,5.67,,,0.006578947,0.006578947,5.25E-04,5.25E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,PC,Freq 11 to 15,22,263,2.4191,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Unknown,Freq 06 to 10,33,252,1.04898,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,9,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Unknown,Freq 01 to 05,5,5,0.03386,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 11 to 15,1819,22627,170.15588,11,4,11,40.76,89.33,0.52,0.24,0.60%,0.22%,0.05%,0.02%,40,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,57,1304,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 21 to 25,1126,25606,98.58002,2,1,2,14.75,25.19,0.26,0.15,0.18%,0.09%,0.01%,0.00%,28,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Phone,Freq 01 to 05,260719,376758,3317.1671,687,302,687,3940.87,8616.55,2.6,1.19,0.26%,0.12%,0.18%,0.08%,445,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Unknown,Freq 01 to 05,6,11,0.03094,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Tablet,Freq 16 to 20,287,5106,23.66723,,,,,,,,,,,,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,PC,Freq 16 to 20,3755,66615,496.65114,35,25,35,418.27,552.12,1.11,0.84,0.93%,0.67%,0.05%,0.04%,11,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,210,2675,,1,0,1,0,56.4,,,0.004761905,0,3.74E-04,0,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,TV,Freq 06 to 10,17,118,0.37573,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,PC,Freq 06 to 10,8900,67465,306.69879,83,54,83,750.28,1214.73,3.96,2.45,0.93%,0.61%,0.12%,0.08%,25,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 11 to 15,58,708,2.54449,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Phone,Freq 11 to 15,7884,99935,653.12911,80,62,80,734.76,949.34,1.45,1.12,1.01%,0.79%,0.08%,0.06%,122,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,PC,Freq 21 to 25,22,483,1.23833,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,401,7086,,1,1,1,9.98,9.98,,,0.002493766,0.002493766,1.41E-04,1.41E-04,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,PC,Freq 01 to 05,26005,48656,267.8187,146,73,146,1393.91,2299.18,8.58,5.2,0.56%,0.28%,0.30%,0.15%,24,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,PC,Freq 21 to 25,1268,28928,106.23676,13,9,13,116.33,203.49,1.92,1.1,1.03%,0.71%,0.04%,0.03%,15,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Tablet,Freq 11 to 15,274,3479,7.63621,,,,,,,,,,,,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
